Indicator Name,Indicator Code,Country Name,Country Code,Year,Value,Disaggregation
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Dominican Republic,DOM,1989,16.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Dominican Republic,DOM,1988,15.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Dominican Republic,DOM,1987,15.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Dominican Republic,DOM,1986,14.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Dominican Republic,DOM,1985,14.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Dominican Republic,DOM,1984,13.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Dominican Republic,DOM,1983,13.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Dominican Republic,DOM,1982,12.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Dominican Republic,DOM,1981,12.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Dominican Republic,DOM,1980,11.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Dominican Republic,DOM,1979,11.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Dominican Republic,DOM,1978,10.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Dominican Republic,DOM,1977,10.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Dominican Republic,DOM,1976,9.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Dominican Republic,DOM,1975,9.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,2016,24.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,2015,24.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,2014,23.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,2013,23.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,2012,22.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,2011,22.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,2010,21.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,2009,21.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,2008,21,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,2007,20.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,2006,20.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,2005,19.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,2004,19.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,2003,18.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,2002,18.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,2001,18,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,2000,17.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,1999,17.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,1998,16.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,1997,16.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,1996,15.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,1995,15.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,1994,14.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,1993,14.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,1992,14,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,1991,13.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,1990,13.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,1989,12.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,1988,12.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,1987,11.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,1986,11.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,1985,11.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,1984,10.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,1983,10.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,1982,9.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,1981,9.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,1980,9.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,1979,8.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,1978,8.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,1977,8.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,1976,7.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,1975,7.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,2016,41.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,2015,40.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,2014,39.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,2013,39,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,2012,38.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,2011,37.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,2010,37,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,2009,36.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,2008,35.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,2007,35,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,2006,34.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,2005,33.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,2004,33,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,2003,32.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,2002,31.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,2001,31.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,2000,30.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,1999,30,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,1998,29.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,1997,28.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,1996,28.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,1995,27.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,1994,27.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,1993,26.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,1992,26.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,1991,25.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,1990,25.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,1989,24.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,1988,24.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,1987,23.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,1986,23.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,1985,22.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,1984,22.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,1983,21.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,1982,21.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,1981,20.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,1980,20.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,1979,19.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,1978,19.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,1977,18.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,1976,18.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,1975,17.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,2016,28.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,2015,28.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,2014,27.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,2013,27.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,2012,26.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,2011,26.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,2010,25.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,2009,24.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,2008,24.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,2007,23.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,2006,23.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,2005,22.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,2004,22.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,2003,21.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,2002,20.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,2001,20.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,2000,19.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,1999,19,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,1998,18.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,1997,17.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,1996,17.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,1995,16.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,1994,16.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,1993,15.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,1992,15,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,1991,14.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,1990,14,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,1989,13.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,1988,13.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,1987,12.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,1986,12.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,1985,11.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,1984,11.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,1983,11.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,1982,10.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,1981,10.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,1980,10,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,1979,9.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,1978,9.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,1977,9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,1976,8.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,1975,8.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,2016,12.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,2015,12.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,2014,11.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,2013,11.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,2012,10.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,2011,10.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,2010,10.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,2009,9.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,2008,9.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,2007,9.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,2006,8.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,2005,8.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,2004,8.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,2003,7.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,2002,7.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,2001,7.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,2000,7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,1999,6.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,1998,6.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,1997,6.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,1996,5.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,1995,5.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,1994,5.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,1993,5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,1992,4.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,1991,4.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,1990,4.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,1989,4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,1988,3.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,1987,3.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,1986,3.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,1985,3.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,1984,3.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,1983,2.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,1982,2.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,1981,2.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,1980,2.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,1979,2.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,1978,2.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,1977,2.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,1976,2.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,1975,2.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,2016,7.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,2015,7.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,2014,6.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,2013,6.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,2012,6.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,2011,5.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,2010,5.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,2009,5.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,2008,5.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,2007,4.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,2006,4.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,2005,4.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,2004,4.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,2003,4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,2002,3.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,2001,3.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,2000,3.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,1999,3.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,1998,3.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,1997,3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,1996,2.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,1995,2.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,1994,2.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,1993,2.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,1992,2.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,1991,2.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,1990,2.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,1989,2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,1988,1.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,1987,1.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,1986,1.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,1985,1.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,1984,1.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,1983,1.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,1982,1.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,1981,1.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,1980,1.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,1979,1.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,1978,1.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,1977,1.1,female
